instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,Unnamed: 0,atemp,hum,windspeed,casual,registered,cnt,date
561,,1,0,1,13,False,2,2,0.26,560,0.2727,0.56,0.1343,21,72,93,
562,,1,0,1,14,False,2,2,0.3,561,0.3333,0.45,0.0,11,57,68,
563,,1,0,1,15,False,2,2,0.32,562,0.3485,0.42,0.0,21,63,84,
564,,1,0,1,16,False,2,2,0.32,563,0.3485,0.42,0.0,14,102,116,
565,,1,0,1,17,False,2,1,0.3,564,0.3333,0.45,0.0,14,208,222,
566,,1,0,1,18,False,2,2,0.3,565,0.3182,0.49,0.0896,7,218,225,
567,,1,0,1,19,False,2,2,0.26,566,0.2576,0.65,0.1642,13,133,146,
568,,1,0,1,20,False,2,1,0.24,567,0.2273,0.65,0.194,16,103,119,
569,,1,0,1,21,False,2,1,0.24,568,0.2273,0.65,0.194,5,40,45,
570,,1,0,1,22,False,2,1,0.22,569,0.2273,0.64,0.1642,4,49,53,
571,,1,0,1,23,False,2,2,0.22,570,0.2273,0.64,0.1642,3,37,40,
572,,1,0,1,0,False,3,2,0.22,571,0.2273,0.69,0.1343,3,14,17,
573,,1,0,1,1,False,3,2,0.24,572,0.2424,0.65,0.1343,0,5,5,
574,,1,0,1,2,False,3,3,0.22,573,0.2273,0.69,0.194,3,7,10,
575,,1,0,1,5,False,3,3,0.2,574,0.1818,0.86,0.2836,0,1,1,
576,,1,0,1,6,False,3,3,0.2,575,0.1818,0.86,0.2836,0,8,8,
577,,1,0,1,7,False,3,3,0.22,576,0.2121,0.87,0.2985,1,29,30,
578,,1,0,1,8,False,3,3,0.22,577,0.2121,0.87,0.2985,3,69,72,
579,,1,0,1,9,False,3,3,0.22,578,0.2121,0.87,0.2985,3,55,58,
580,,1,0,1,10,False,3,3,0.22,579,0.2121,0.93,0.2836,2,26,28,
581,,1,0,1,11,False,3,3,0.22,580,0.197,0.93,0.3284,6,35,41,
582,,1,0,1,12,False,3,3,0.22,581,0.197,0.93,0.3284,7,41,48,
583,,1,0,1,13,False,3,3,0.22,582,0.197,0.93,0.3284,4,43,47,
584,,1,0,1,14,False,3,3,0.22,583,0.197,0.93,0.3582,0,36,36,
585,,1,0,1,15,False,3,3,0.22,584,0.1818,0.93,0.4627,1,42,43,
586,,1,0,1,16,False,3,4,0.22,585,0.197,0.93,0.3284,1,35,36,
587,,1,0,1,17,False,3,3,0.2,586,0.1818,0.93,0.3582,0,26,26,
588,,1,0,1,16,False,4,1,0.22,587,0.2273,0.55,0.194,1,23,24,
589,,1,0,1,17,False,4,1,0.22,588,0.2424,0.55,0.1045,2,82,84,
590,,1,0,1,18,False,4,1,0.2,589,0.2273,0.69,0.0896,3,101,104,
591,,1,0,1,19,False,4,1,0.2,590,0.2273,0.69,0.0896,3,76,79,
592,,1,0,1,20,False,4,1,0.18,591,0.2121,0.74,0.0896,4,55,59,
593,,1,0,1,21,False,4,1,0.18,592,0.2121,0.74,0.0896,2,36,38,
594,,1,0,1,22,False,4,1,0.18,593,0.2121,0.74,0.0896,0,27,27,
595,,1,0,1,23,False,4,1,0.18,594,0.197,0.8,0.1642,0,16,16,
596,,1,0,1,0,False,5,2,0.2,595,0.2121,0.75,0.1343,0,9,9,
597,,1,0,1,1,False,5,2,0.2,596,0.2121,0.75,0.1343,1,2,3,
598,,1,0,1,2,False,5,2,0.2,597,0.2121,0.75,0.1642,0,2,2,
599,,1,0,1,3,False,5,2,0.2,598,0.2273,0.75,0.1045,1,0,1,
600,,1,0,1,5,False,5,2,0.18,599,0.2121,0.8,0.1045,0,4,4,
601,,1,0,1,6,False,5,2,0.18,600,0.197,0.8,0.1343,0,16,16,
602,,1,0,1,7,False,5,2,0.16,601,0.197,0.86,0.0896,2,58,60,
603,,1,0,1,8,False,5,2,0.16,602,0.197,0.86,0.0896,2,155,157,
604,,1,0,1,9,False,5,3,0.18,603,0.2121,0.86,0.0896,6,95,101,
605,,1,0,1,10,False,5,3,0.18,604,0.2121,0.86,0.1045,0,49,49,
606,,1,0,1,11,False,5,3,0.18,605,0.2121,0.93,0.1045,0,30,30,
607,,1,0,1,12,False,5,3,0.18,606,0.2121,0.93,0.1045,1,28,29,
608,,1,0,1,13,False,5,3,0.18,607,0.2121,0.93,0.1045,0,31,31,
609,,1,0,1,14,False,5,3,0.22,608,0.2727,0.8,0.0,2,36,38,
610,,1,0,1,15,False,5,2,0.2,609,0.2576,0.86,0.0,1,40,41,
